destination,number_of_days,number_of_people,travel_mode,travel_type,destination_count,estimated_food_cost,actual_food_cost,estimated_total_cost,actual_total_cost,source_role,trip_id,created_at_utc
dubai,3,2,flight,couple,1,4474.29,3820.17,80004.97,74617.2,traveler,80801,2025-01-27T18:40:00+00:00
bali,5,5,bus,friends,1,12807.15,10161.7,217013.2,243725.27,traveler,80802,2025-01-27T18:47:00+00:00
singapore,6,5,flight,family,1,27907.07,35266.91,420438.45,425286.74,traveler,80803,2025-01-27T18:54:00+00:00
new york,5,8,train,family,3,37947.71,41723.92,541457.58,613726.89,traveler,80804,2025-01-27T19:01:00+00:00
manali,5,2,flight,couple,4,7119.22,7908.38,25982.7,24667.36,traveler,80805,2025-01-27T19:08:00+00:00
dubai,10,8,bus,family,1,42587.55,44837.07,575925.83,656881.27,agent,80806,2025-01-27T19:15:00+00:00
dubai,3,5,bus,family,1,8385.31,8583.8,123335.68,135383.63,traveler,80807,2025-01-27T19:22:00+00:00
new york,4,1,flight,solo,1,5056.19,5928.39,74636.72,81022.41,traveler,80808,2025-01-27T19:29:00+00:00
paris,9,8,train,family,1,58239.57,52541.59,1119063.91,1270373.5,traveler,80809,2025-01-27T19:36:00+00:00
jaipur,5,6,bus,family,1,13826.8,11425.2,40928.43,37951.82,agent,80810,2025-01-27T19:43:00+00:00
tokyo,2,1,bus,solo,1,1325.27,1191.52,29240.78,34375.81,agent,80811,2025-01-27T19:50:00+00:00
tokyo,9,7,bus,family,1,31615.67,27688.69,736557.93,677313.7,agent,80812,2025-01-27T19:57:00+00:00
dubai,8,1,bus,solo,1,5380.58,4984.38,58145.23,63718.46,traveler,80813,2025-01-27T20:04:00+00:00
paris,10,5,flight,family,4,61890.77,62513.86,1049017.89,1025259.22,traveler,80814,2025-01-27T20:11:00+00:00
manali,10,5,train,family,2,30700.45,24029.75,89878.96,95277.21,agent,80815,2025-01-27T20:18:00+00:00
singapore,7,7,bus,friends,2,29805.35,24859.89,426169.54,484256.31,traveler,80816,2025-01-27T20:25:00+00:00
tokyo,11,4,train,family,1,27574.34,22942.0,608583.08,665345.82,traveler,80817,2025-01-27T20:32:00+00:00
tokyo,6,2,bus,couple,2,7469.1,6406.34,146680.6,163084.0,traveler,80818,2025-01-27T20:39:00+00:00
goa,9,8,flight,family,1,53251.61,61160.79,228919.22,234459.29,traveler,80819,2025-01-27T20:46:00+00:00
dubai,8,5,train,friends,1,18615.66,21948.23,342261.93,322184.05,agent,80820,2025-01-27T20:53:00+00:00
bali,10,7,train,family,1,46863.02,41174.41,679094.23,790294.62,agent,80821,2025-01-27T21:00:00+00:00
jaipur,7,8,bus,friends,1,21041.14,19088.48,72431.49,67584.41,traveler,80822,2025-01-27T21:07:00+00:00
jaipur,8,1,flight,solo,1,5718.01,5187.78,16468.34,18360.22,agent,80823,2025-01-27T21:14:00+00:00
new york,9,8,train,family,2,64887.66,52239.46,917961.25,1036048.3,agent,80824,2025-01-27T21:21:00+00:00
tokyo,7,6,bus,family,1,23260.05,26285.49,507253.19,478505.74,traveler,80825,2025-01-27T21:28:00+00:00
jaipur,7,5,train,family,2,19964.09,20537.46,53626.09,61512.81,agent,80826,2025-01-27T21:35:00+00:00
new york,3,5,bus,family,3,15727.72,18967.49,185577.6,188953.92,traveler,80827,2025-01-27T21:42:00+00:00
mumbai,5,5,bus,family,2,15349.25,18375.56,42930.56,43975.98,traveler,80828,2025-01-27T21:49:00+00:00
mumbai,12,2,flight,couple,1,17384.9,18454.76,60571.46,58978.16,agent,80829,2025-01-27T21:56:00+00:00
delhi,11,3,train,family,3,23508.45,24567.46,52311.43,48606.18,traveler,80830,2025-01-27T22:03:00+00:00
manali,2,7,train,friends,1,6094.75,6668.45,31991.58,33228.21,agent,80831,2025-01-27T22:10:00+00:00
delhi,9,2,flight,couple,1,12651.23,12921.9,38566.52,42094.83,traveler,80832,2025-01-27T22:17:00+00:00
new york,8,4,train,friends,1,26816.5,33782.76,415817.62,440386.57,traveler,80833,2025-01-27T22:24:00+00:00
goa,8,4,flight,friends,1,19489.41,20933.71,103204.01,120538.45,traveler,80834,2025-01-27T22:31:00+00:00
jaipur,12,4,train,friends,2,21323.68,23466.76,70986.07,74195.53,traveler,80835,2025-01-27T22:38:00+00:00
new york,10,4,train,friends,1,30649.61,30533.42,504975.31,532937.69,agent,80836,2025-01-27T22:45:00+00:00
jaipur,3,1,bus,solo,3,1983.48,1793.06,5000.0,4896.79,traveler,80837,2025-01-27T22:52:00+00:00
new york,9,5,bus,family,2,45746.71,51451.41,499471.9,530300.86,traveler,80838,2025-01-27T22:59:00+00:00
new york,5,2,bus,friends,1,7662.62,7329.37,114408.1,125601.81,agent,80839,2025-01-27T23:06:00+00:00
dubai,7,2,bus,friends,5,7942.39,6896.71,102761.36,99183.5,traveler,80840,2025-01-27T23:13:00+00:00
goa,6,7,train,family,1,27037.82,24916.69,103104.06,111291.48,traveler,80841,2025-01-27T23:20:00+00:00
paris,9,6,bus,friends,1,31661.88,30342.17,712475.32,785577.91,traveler,80842,2025-01-27T23:27:00+00:00
dubai,8,5,train,family,1,24892.64,22306.24,349167.23,337542.44,traveler,80843,2025-01-27T23:34:00+00:00
manali,2,4,train,friends,2,4200.08,4743.2,17957.7,17177.62,traveler,80844,2025-01-27T23:41:00+00:00
singapore,5,5,bus,family,5,23459.87,26287.37,225925.36,211476.66,traveler,80845,2025-01-27T23:48:00+00:00
bali,3,5,bus,family,1,9741.51,11164.28,137831.39,160343.92,traveler,80846,2025-01-27T23:55:00+00:00
paris,5,5,flight,family,2,27217.19,21606.6,560069.2,556346.07,traveler,80847,2025-01-28T00:02:00+00:00
manali,5,1,train,solo,1,3006.39,3799.26,9681.77,9792.1,traveler,80848,2025-01-28T00:09:00+00:00
delhi,3,3,bus,friends,1,4195.48,5452.56,13952.67,13765.23,agent,80849,2025-01-28T00:16:00+00:00
dubai,9,3,train,friends,3,16415.98,14902.89,228331.52,261745.29,traveler,80850,2025-01-28T00:23:00+00:00
dubai,2,1,train,solo,1,1506.22,1271.45,20966.11,22920.81,traveler,80851,2025-01-28T00:30:00+00:00
new york,8,1,flight,solo,1,9836.82,12239.81,139258.09,128212.21,agent,80852,2025-01-28T00:37:00+00:00
dubai,7,7,train,family,2,29536.52,24845.61,430331.59,417244.95,traveler,80853,2025-01-28T00:44:00+00:00
new york,9,2,bus,couple,1,16297.69,15438.07,198109.91,200513.71,traveler,80854,2025-01-28T00:51:00+00:00
mumbai,12,8,train,family,4,69601.44,67365.8,183041.06,173345.85,agent,80855,2025-01-28T00:58:00+00:00
singapore,11,3,train,family,2,32262.69,32676.77,327833.89,386420.79,traveler,80856,2025-01-28T01:05:00+00:00
bali,12,3,flight,friends,1,24469.93,19690.94,456635.06,451456.83,traveler,80857,2025-01-28T01:12:00+00:00
paris,7,6,flight,family,4,46821.17,55055.0,910507.79,924709.15,agent,80858,2025-01-28T01:19:00+00:00
goa,9,5,train,friends,1,23023.56,20575.96,106105.14,120147.06,agent,80859,2025-01-28T01:26:00+00:00
delhi,2,6,train,friends,2,6224.39,7758.72,24059.52,21748.44,agent,80860,2025-01-28T01:33:00+00:00
dubai,11,3,flight,friends,2,22397.23,21042.94,382777.91,413034.75,traveler,80861,2025-01-28T01:40:00+00:00
manali,7,1,train,solo,1,4328.84,4754.21,12857.15,14056.59,traveler,80862,2025-01-28T01:47:00+00:00
manali,11,1,train,solo,1,6614.58,7910.28,19720.0,23029.49,traveler,80863,2025-01-28T01:54:00+00:00
singapore,5,1,bus,solo,2,4780.23,5659.38,45574.31,44026.84,traveler,80864,2025-01-28T02:01:00+00:00
bali,9,2,train,couple,3,15419.63,17972.51,174694.97,173999.93,traveler,80865,2025-01-28T02:08:00+00:00
new york,10,3,flight,friends,2,30409.98,36048.77,524804.0,472598.62,traveler,80866,2025-01-28T02:15:00+00:00
dubai,6,6,train,family,3,22685.16,25483.21,315651.53,292155.15,agent,80867,2025-01-28T02:22:00+00:00
goa,8,1,flight,solo,1,6965.21,8663.75,25660.81,26155.59,traveler,80868,2025-01-28T02:29:00+00:00
manali,4,6,bus,friends,2,10881.09,10900.6,40533.1,47068.72,agent,80869,2025-01-28T02:36:00+00:00
paris,3,4,flight,friends,1,9886.28,11547.44,289955.87,265387.21,traveler,80870,2025-01-28T02:43:00+00:00
bali,11,4,flight,friends,1,28074.32,27403.86,560915.43,520348.16,traveler,80871,2025-01-28T02:50:00+00:00
tokyo,4,7,flight,family,4,20258.73,21042.35,571100.9,527429.28,traveler,80872,2025-01-28T02:57:00+00:00
tokyo,4,2,train,couple,3,5816.09,6457.59,121293.87,132421.99,traveler,80873,2025-01-28T03:04:00+00:00
bali,10,3,flight,family,1,27593.23,23361.4,390705.74,414528.69,agent,80874,2025-01-28T03:11:00+00:00
tokyo,9,5,bus,family,1,24189.74,29966.33,532615.73,554768.71,traveler,80875,2025-01-28T03:18:00+00:00
manali,7,1,flight,solo,2,5454.32,5990.56,17483.7,19828.84,traveler,80876,2025-01-28T03:25:00+00:00
manali,2,7,train,family,1,7767.93,7396.22,31642.96,36171.24,traveler,80877,2025-01-28T03:32:00+00:00
delhi,4,2,train,friends,1,4507.34,4828.82,14150.01,14940.14,traveler,80878,2025-01-28T03:39:00+00:00
new york,6,2,bus,couple,1,10545.65,11829.2,137254.19,148664.8,traveler,80879,2025-01-28T03:46:00+00:00
tokyo,2,6,train,family,1,7710.84,7254.67,205615.45,191461.54,agent,80880,2025-01-28T03:53:00+00:00
tokyo,8,3,bus,friends,1,11174.37,10837.76,286639.5,302122.3,traveler,80881,2025-01-28T04:00:00+00:00
new york,3,1,train,solo,2,3300.25,3729.91,43226.56,44213.05,agent,80882,2025-01-28T04:07:00+00:00
mumbai,5,7,flight,friends,1,21117.23,18390.97,94992.78,103189.85,traveler,80883,2025-01-28T04:14:00+00:00
goa,2,7,train,friends,1,6425.09,5423.84,40319.19,47523.37,traveler,80884,2025-01-28T04:21:00+00:00
manali,2,6,bus,family,1,5703.17,6351.96,23140.15,26999.16,traveler,80885,2025-01-28T04:28:00+00:00
bali,6,5,flight,friends,2,20715.93,25045.09,403859.9,462507.78,traveler,80886,2025-01-28T04:35:00+00:00
dubai,5,2,train,couple,1,6246.64,5948.33,90055.39,104596.67,agent,80887,2025-01-28T04:42:00+00:00
mumbai,12,5,flight,family,1,46352.44,57740.34,153157.87,138991.29,traveler,80888,2025-01-28T04:49:00+00:00
dubai,12,1,train,solo,1,7810.6,8226.25,101721.56,118286.53,traveler,80889,2025-01-28T04:56:00+00:00
singapore,9,7,bus,friends,4,41643.74,49474.53,537515.24,490030.7,traveler,80890,2025-01-28T05:03:00+00:00
delhi,7,8,flight,family,2,36131.91,30598.64,122887.92,120857.05,traveler,80891,2025-01-28T05:10:00+00:00
paris,2,1,flight,solo,1,2177.38,2764.85,52286.87,57606.27,agent,80892,2025-01-28T05:17:00+00:00
mumbai,11,8,train,family,1,50381.15,51731.71,167136.36,182350.46,traveler,80893,2025-01-28T05:24:00+00:00
dubai,4,8,bus,family,1,16769.13,13100.93,252192.68,234264.68,traveler,80894,2025-01-28T05:31:00+00:00
dubai,12,8,flight,family,1,66118.21,52819.13,1088226.09,1179686.18,traveler,80895,2025-01-28T05:38:00+00:00
new york,8,2,bus,friends,2,13771.81,10951.32,174974.41,172782.15,traveler,80896,2025-01-28T05:45:00+00:00
delhi,10,2,flight,friends,2,13629.7,12656.78,43615.06,43324.27,traveler,80897,2025-01-28T05:52:00+00:00
jaipur,2,4,bus,friends,2,3441.51,3103.43,12572.7,14491.12,traveler,80898,2025-01-28T05:59:00+00:00
singapore,7,6,train,family,4,40089.68,44647.0,437030.01,464834.23,agent,80899,2025-01-28T06:06:00+00:00
paris,12,1,flight,solo,3,15840.1,15139.94,246601.68,286622.56,traveler,80900,2025-01-28T06:13:00+00:00
goa,11,6,bus,family,4,44863.41,37560.86,132034.9,149318.6,traveler,80901,2025-01-28T06:20:00+00:00
singapore,8,2,bus,couple,1,12198.99,13327.14,137770.33,154446.44,traveler,80902,2025-01-28T06:27:00+00:00
bali,2,6,train,family,2,8303.21,8665.32,143456.69,163587.65,agent,80903,2025-01-28T06:34:00+00:00
tokyo,6,4,bus,friends,1,11892.85,12440.58,298331.54,276204.15,agent,80904,2025-01-28T06:41:00+00:00
mumbai,4,2,flight,couple,1,6301.24,5090.61,22798.17,26753.07,agent,80905,2025-01-28T06:48:00+00:00
manali,8,4,bus,friends,1,14006.42,14652.2,49653.22,47402.54,traveler,80906,2025-01-28T06:55:00+00:00
manali,6,8,train,friends,1,21004.37,24955.86,90139.0,104638.43,traveler,80907,2025-01-28T07:02:00+00:00
tokyo,2,2,bus,couple,2,2265.58,2738.53,59070.5,65273.76,agent,80908,2025-01-28T07:09:00+00:00
jaipur,12,5,bus,family,1,29937.4,36598.4,74742.06,69247.55,traveler,80909,2025-01-28T07:16:00+00:00
singapore,10,6,train,friends,5,48230.83,50555.22,614905.79,689473.46,traveler,80910,2025-01-28T07:23:00+00:00
tokyo,5,6,bus,family,1,15565.28,18716.18,378164.43,368192.73,agent,80911,2025-01-28T07:30:00+00:00
goa,6,3,bus,friends,4,10094.95,12031.46,37813.62,37348.62,traveler,80912,2025-01-28T07:37:00+00:00
mumbai,12,8,train,family,1,62082.34,54416.7,179970.12,168827.43,traveler,80913,2025-01-28T07:44:00+00:00
dubai,8,3,flight,friends,1,13650.66,12539.23,283793.97,277773.21,traveler,80914,2025-01-28T07:51:00+00:00
delhi,5,8,bus,friends,1,15612.06,18642.58,58386.77,64631.64,traveler,80915,2025-01-28T07:58:00+00:00
dubai,4,2,bus,friends,1,3795.76,4739.02,63480.17,68115.18,traveler,80916,2025-01-28T08:05:00+00:00
dubai,2,8,train,family,1,9596.99,10725.25,170606.78,197941.88,agent,80917,2025-01-28T08:12:00+00:00
dubai,11,7,flight,family,3,57231.07,54879.15,882865.11,1025723.95,traveler,80918,2025-01-28T08:19:00+00:00
jaipur,4,4,bus,family,2,8346.05,10307.02,22139.59,22999.62,traveler,80919,2025-01-28T08:26:00+00:00
tokyo,9,5,bus,family,2,26753.28,33355.92,536986.13,533644.96,traveler,80920,2025-01-28T08:33:00+00:00
bali,5,4,train,family,3,17196.25,17959.81,202907.11,219211.98,traveler,80921,2025-01-28T08:40:00+00:00
mumbai,10,8,train,friends,2,38041.96,47549.41,154964.85,155129.92,agent,80922,2025-01-28T08:47:00+00:00
tokyo,6,5,train,friends,3,16603.44,18239.81,433439.5,401027.39,traveler,80923,2025-01-28T08:54:00+00:00
goa,7,4,flight,family,1,20564.91,21989.53,91593.08,107083.54,traveler,80924,2025-01-28T09:01:00+00:00
bali,3,8,bus,family,2,14671.14,11870.33,225156.8,224378.58,agent,80925,2025-01-28T09:08:00+00:00
goa,3,1,flight,solo,1,2420.62,2093.13,10937.87,10062.02,traveler,80926,2025-01-28T09:15:00+00:00
mumbai,7,4,train,friends,1,15172.31,16649.67,55871.36,55863.48,traveler,80927,2025-01-28T09:22:00+00:00
delhi,3,5,bus,friends,1,6867.13,7973.24,23543.07,21957.6,traveler,80928,2025-01-28T09:29:00+00:00
paris,6,7,train,family,2,36853.09,44633.74,666326.62,694107.31,traveler,80929,2025-01-28T09:36:00+00:00
new york,9,6,flight,family,2,56316.8,72377.79,935867.75,992550.16,traveler,80930,2025-01-28T09:43:00+00:00
jaipur,7,4,flight,friends,2,16142.05,20498.9,57060.37,66925.29,agent,80931,2025-01-28T09:50:00+00:00
singapore,10,4,flight,family,1,40348.27,39290.95,542754.38,554124.73,agent,80932,2025-01-28T09:57:00+00:00
tokyo,2,4,train,friends,1,3906.04,3606.54,138078.6,134535.21,traveler,80933,2025-01-28T10:04:00+00:00
manali,2,5,bus,friends,1,4403.92,3576.93,19253.57,19000.54,traveler,80934,2025-01-28T10:11:00+00:00
new york,10,5,flight,friends,5,54712.83,70337.61,852092.91,904994.67,agent,80935,2025-01-28T10:18:00+00:00
goa,8,7,flight,family,4,48213.92,43998.49,179318.69,208354.93,agent,80936,2025-01-28T10:25:00+00:00
tokyo,10,4,flight,family,1,30322.42,29492.35,756443.2,723662.32,agent,80937,2025-01-28T10:32:00+00:00
jaipur,7,7,bus,family,1,23068.59,26950.5,62916.09,56792.05,traveler,80938,2025-01-28T10:39:00+00:00
paris,6,4,flight,friends,2,20873.21,20287.9,515659.1,525745.85,traveler,80939,2025-01-28T10:46:00+00:00
mumbai,4,2,flight,friends,1,5664.55,7076.44,22675.23,25340.62,traveler,80940,2025-01-28T10:53:00+00:00
mumbai,10,2,train,couple,1,13856.84,10989.52,38868.07,42206.83,agent,80941,2025-01-28T11:00:00+00:00
jaipur,3,5,train,family,1,8682.98,8978.51,25807.45,27072.1,traveler,80942,2025-01-28T11:07:00+00:00
new york,5,3,bus,friends,1,11794.91,13205.65,171128.19,157101.61,traveler,80943,2025-01-28T11:14:00+00:00
goa,2,4,flight,family,1,5924.23,5567.72,31911.83,29082.99,traveler,80944,2025-01-28T11:21:00+00:00
bali,8,1,bus,solo,1,5875.85,7420.06,65242.36,69871.27,traveler,80945,2025-01-28T11:28:00+00:00
singapore,3,7,train,friends,1,13613.04,15881.22,241422.2,238967.35,traveler,80946,2025-01-28T11:35:00+00:00
mumbai,6,4,train,friends,3,14792.78,13762.11,48590.74,57114.81,traveler,80947,2025-01-28T11:42:00+00:00
new york,10,1,bus,solo,3,11247.67,13864.87,108021.95,119101.61,agent,80948,2025-01-28T11:49:00+00:00
bali,5,2,bus,friends,1,6154.81,6122.17,87650.41,84734.78,agent,80949,2025-01-28T11:56:00+00:00
goa,4,3,train,friends,2,7291.17,7165.28,31016.97,31136.7,traveler,80950,2025-01-28T12:03:00+00:00
jaipur,5,5,train,family,1,14188.37,18138.34,39641.48,37619.46,traveler,80951,2025-01-28T12:10:00+00:00
mumbai,11,7,flight,family,1,54219.74,48549.25,198106.51,224886.61,agent,80952,2025-01-28T12:17:00+00:00
new york,12,2,flight,couple,2,26311.52,20523.93,405732.85,394597.29,traveler,80953,2025-01-28T12:24:00+00:00
new york,10,1,bus,solo,1,10588.93,10318.76,109913.46,112669.25,agent,80954,2025-01-28T12:31:00+00:00
dubai,5,1,bus,solo,1,3313.95,3126.88,38907.68,41966.86,traveler,80955,2025-01-28T12:38:00+00:00
paris,6,1,train,solo,4,7060.0,5606.54,96869.57,111101.91,agent,80956,2025-01-28T12:45:00+00:00
dubai,3,5,flight,friends,3,9227.09,7733.4,198895.58,193744.95,agent,80957,2025-01-28T12:52:00+00:00
bali,9,4,train,family,1,27177.08,27303.61,349428.82,388014.25,traveler,80958,2025-01-28T12:59:00+00:00
manali,3,4,bus,friends,2,5775.29,6719.93,21010.5,22780.58,traveler,80959,2025-01-28T13:06:00+00:00
paris,9,6,bus,family,2,47893.38,44337.85,717804.06,684565.93,agent,80960,2025-01-28T13:13:00+00:00
dubai,9,8,flight,family,1,43765.01,53657.53,832277.27,821561.0,agent,80961,2025-01-28T13:20:00+00:00
bali,10,7,flight,family,1,54604.99,43884.99,900770.64,942387.93,traveler,80962,2025-01-28T13:27:00+00:00
manali,10,6,train,family,1,32562.31,35660.15,107009.75,117784.06,traveler,80963,2025-01-28T13:34:00+00:00
paris,7,5,flight,family,2,37123.7,43936.07,759453.93,723742.51,traveler,80964,2025-01-28T13:41:00+00:00
manali,8,7,bus,family,1,28650.62,35991.66,88466.54,98484.84,traveler,80965,2025-01-28T13:48:00+00:00
paris,3,4,bus,family,1,10685.92,9325.83,179051.47,177589.37,traveler,80966,2025-01-28T13:55:00+00:00
delhi,6,1,flight,solo,1,4742.5,5103.79,13645.45,14440.17,traveler,80967,2025-01-28T14:02:00+00:00
manali,6,5,bus,family,2,16850.26,16286.23,47735.02,54109.88,traveler,80968,2025-01-28T14:09:00+00:00
manali,8,4,flight,friends,2,18646.16,23792.55,78451.42,78000.12,traveler,80969,2025-01-28T14:16:00+00:00
dubai,11,4,flight,friends,2,28930.64,32862.97,501623.25,563616.29,traveler,80970,2025-01-28T14:23:00+00:00
jaipur,9,6,flight,family,3,38789.73,33090.79,110491.35,117661.74,traveler,80971,2025-01-28T14:30:00+00:00
dubai,10,7,train,family,2,41588.56,45820.89,591960.54,568005.61,agent,80972,2025-01-28T14:37:00+00:00
new york,3,1,flight,solo,3,3867.4,3475.17,58922.02,57494.55,traveler,80973,2025-01-28T14:44:00+00:00
delhi,11,3,bus,family,1,22835.49,27161.87,44632.41,48891.36,agent,80974,2025-01-28T14:51:00+00:00
delhi,12,6,flight,friends,1,41799.56,45451.86,152559.73,147131.51,traveler,80975,2025-01-28T14:58:00+00:00
dubai,2,7,train,friends,2,6835.01,7294.23,147933.3,134297.83,traveler,80976,2025-01-28T15:05:00+00:00
manali,6,4,train,friends,3,12049.27,11075.46,44696.56,41011.65,traveler,80977,2025-01-28T15:12:00+00:00
jaipur,11,2,bus,couple,3,12885.39,14191.26,27655.46,28977.86,agent,80978,2025-01-28T15:19:00+00:00
jaipur,6,5,bus,friends,1,12455.89,10221.61,40054.37,41864.36,traveler,80979,2025-01-28T15:26:00+00:00
singapore,5,1,bus,solo,2,4466.64,5480.52,46200.94,45291.26,agent,80980,2025-01-28T15:33:00+00:00
goa,4,7,flight,family,1,18433.31,17233.31,98097.04,90334.1,agent,80981,2025-01-28T15:40:00+00:00
tokyo,10,7,bus,family,2,38720.65,36281.83,824074.14,754899.03,traveler,80982,2025-01-28T15:47:00+00:00
tokyo,11,8,bus,family,1,42767.07,43736.34,1032186.9,1033464.16,traveler,80983,2025-01-28T15:54:00+00:00
singapore,2,4,bus,family,1,6457.86,6217.05,85898.19,85835.3,agent,80984,2025-01-28T16:01:00+00:00
paris,2,3,train,family,2,6459.17,7088.31,116715.58,118660.92,agent,80985,2025-01-28T16:08:00+00:00
jaipur,7,7,train,family,1,23975.1,25066.45,74453.68,87397.0,traveler,80986,2025-01-28T16:15:00+00:00
manali,11,2,train,couple,1,13267.97,12797.73,39993.97,43814.24,agent,80987,2025-01-28T16:22:00+00:00
delhi,11,2,train,couple,2,15212.3,11925.0,34708.19,31891.38,traveler,80988,2025-01-28T16:29:00+00:00
mumbai,11,6,train,friends,3,34750.1,31070.87,126040.12,144751.61,traveler,80989,2025-01-28T16:36:00+00:00
bali,5,8,bus,family,5,30509.45,26132.36,348752.29,335036.38,agent,80990,2025-01-28T16:43:00+00:00
mumbai,9,3,flight,friends,5,20824.64,21458.5,70093.22,77974.22,agent,80991,2025-01-28T16:50:00+00:00
mumbai,10,1,bus,solo,3,8181.85,10069.22,16198.51,18556.15,agent,80992,2025-01-28T16:57:00+00:00
paris,8,4,flight,friends,2,27889.72,28202.36,669126.88,607756.12,traveler,80993,2025-01-28T17:04:00+00:00
tokyo,3,3,train,family,1,6092.09,5045.15,140502.16,144303.42,traveler,80994,2025-01-28T17:11:00+00:00
tokyo,7,2,bus,friends,1,7398.14,9015.95,169444.04,186944.6,traveler,80995,2025-01-28T17:18:00+00:00
tokyo,3,1,train,solo,2,2183.68,2342.58,47642.19,50003.74,traveler,80996,2025-01-28T17:25:00+00:00
dubai,10,2,bus,friends,1,9978.32,12325.47,144315.9,138423.55,traveler,80997,2025-01-28T17:32:00+00:00
mumbai,10,5,train,family,1,31664.01,40997.95,95848.12,90175.78,traveler,80998,2025-01-28T17:39:00+00:00
manali,4,6,bus,family,2,13948.64,15708.42,40883.45,41688.26,traveler,80999,2025-01-28T17:46:00+00:00
paris,6,1,flight,solo,5,8608.04,7740.36,129739.89,118962.2,traveler,81000,2025-01-28T17:53:00+00:00
delhi,3,8,bus,friends,1,9680.21,11382.81,36983.54,41794.27,traveler,81001,2025-01-28T18:00:00+00:00
dubai,12,1,bus,solo,4,9123.92,9316.91,87003.46,86588.07,traveler,81002,2025-01-28T18:07:00+00:00
singapore,5,5,train,family,1,22851.63,20764.74,265504.96,300705.86,traveler,81003,2025-01-28T18:14:00+00:00
paris,4,4,train,family,2,16565.27,15707.76,268538.31,274090.52,traveler,81004,2025-01-28T18:21:00+00:00
bali,2,8,flight,family,1,12143.59,13421.36,257154.41,289256.29,traveler,81005,2025-01-28T18:28:00+00:00
jaipur,7,4,train,friends,2,14239.19,16798.32,42958.7,47549.28,traveler,81006,2025-01-28T18:35:00+00:00
