destination,number_of_days,number_of_people,travel_mode,estimated_cost
Singapore,3,6,flight,283492.89
Manali,4,2,bus,13431.01
Goa,11,5,bus,110206.53
Jaipur,3,5,train,25800.35
New York,8,8,train,819637.23
New York,3,6,flight,354885.51
Bali,5,5,bus,216685.67
Goa,7,6,bus,85203.54
Bali,11,2,flight,281248.29
New York,3,8,flight,478756.95
Dubai,11,3,train,279723.14
Mumbai,5,6,bus,51766.03
Tokyo,8,5,bus,476585.54
Goa,10,5,bus,100192.1
Paris,8,5,train,626938.87
Delhi,7,7,flight,108808.82
Tokyo,2,3,flight,139330.97
Bali,4,2,bus,70377.88
Tokyo,5,5,flight,489609.12
Jaipur,10,5,train,75105.73
Goa,10,2,flight,63186.59
New York,7,2,bus,157370.21
Singapore,2,4,train,99650.29
Tokyo,8,8,train,896500.22
New York,9,1,train,116608.09
Manali,3,5,flight,41742.29
New York,8,5,flight,699231.52
Singapore,6,4,bus,215270.97
New York,8,6,train,616465.34
Bali,12,6,flight,917460.22
Mumbai,10,6,flight,154810.79
Singapore,3,3,train,103307.08
Paris,2,7,bus,229494.95
Delhi,8,3,train,39398.16
Delhi,9,7,train,101667.24
Bali,9,8,flight,937355.92
Dubai,7,6,bus,312246.2
New York,2,2,flight,86367.74
New York,6,4,bus,273293.46
Manali,3,5,train,31323.45
Delhi,4,2,bus,11897.79
Manali,8,5,train,72567.55
Singapore,5,4,train,214534.6
Bali,3,5,bus,138424.37
Paris,5,4,train,326063.66
Bali,3,6,flight,267232.81
Dubai,6,3,flight,215036.15
Mumbai,4,4,train,33385.05
Dubai,8,1,bus,59093.08
Dubai,2,1,train,21181.88
Singapore,10,2,bus,171647.13
Manali,5,8,bus,65049.78
Goa,2,3,bus,14994.89
Mumbai,7,6,bus,70006.68
Paris,7,5,flight,754683.81
Singapore,4,6,bus,227584.37
Goa,12,7,bus,163753.99
Singapore,10,8,flight,1087526.96
Paris,11,4,flight,899524.09
Jaipur,9,1,bus,11550.95
Manali,12,6,bus,109325.95
Paris,5,4,bus,279420.6
Jaipur,10,6,flight,120059.38
Goa,12,2,bus,47374.29
Tokyo,7,7,bus,596352.67
Goa,5,4,bus,41796.98
Paris,7,6,bus,558250.67
New York,4,6,train,333306.27
Delhi,12,2,train,38219.76
Goa,10,3,bus,59255.39
Goa,6,8,flight,159650.97
Dubai,7,1,flight,83814.63
Paris,10,4,train,610771.27
Singapore,6,6,flight,515504.25
Delhi,7,7,train,80400.23
Dubai,6,2,bus,89312.54
Bali,6,5,flight,404241.33
Dubai,11,3,flight,374609.58
New York,10,3,flight,516124.13
Delhi,12,1,flight,25817.93
Manali,5,6,train,58358.93
Tokyo,11,7,flight,1438176.32
Goa,10,3,bus,60191.74
Dubai,11,1,train,93545.46
Goa,11,1,bus,22058.15
Goa,8,8,train,153489.04
New York,7,4,bus,308045.9
Bali,3,5,bus,138687.47
Dubai,12,4,flight,543215.95
New York,9,2,bus,198327.69
Dubai,3,5,bus,123161.12
Singapore,8,4,bus,279403.52
Goa,10,7,train,165936.91
Tokyo,2,6,bus,173205.0
Jaipur,8,8,train,98305.59
New York,2,1,flight,43381.61
New York,3,6,train,265091.71
Manali,6,4,bus,38711.76
Bali,5,3,bus,129476.36
Paris,8,8,train,990167.65
Jaipur,3,1,flight,6827.19
Tokyo,4,1,bus,51918.24
Jaipur,8,5,train,60655.54
Delhi,10,1,train,16186.62
Dubai,12,5,flight,677487.98
Tokyo,4,4,bus,207653.14
Dubai,12,6,flight,828873.29
Jaipur,12,7,train,122951.51
Delhi,11,6,bus,88105.58
Mumbai,10,5,bus,80533.14
Manali,12,2,train,43069.15
Goa,5,2,flight,33767.25
Goa,2,7,bus,34916.91
Tokyo,9,3,flight,503017.41
Goa,2,7,bus,34914.96
Paris,4,1,train,67774.02
Dubai,11,4,bus,317183.94
Mumbai,3,5,train,33128.69
Bali,10,6,flight,781275.68
Jaipur,3,6,flight,41070.72
Singapore,10,5,flight,672980.15
Paris,4,2,bus,114617.99
Jaipur,7,3,flight,43889.94
Mumbai,9,1,flight,23292.87
New York,2,3,bus,81201.49
Mumbai,10,7,flight,180391.7
New York,6,7,train,561251.79
Paris,7,3,train,334791.7
Mumbai,2,4,bus,16411.66
Paris,12,3,flight,749470.59
Delhi,12,3,train,57252.09
Tokyo,4,3,flight,244416.61
Jaipur,10,4,flight,80218.96
Jaipur,3,4,bus,17285.3
Delhi,11,2,flight,47341.82
Bali,12,7,train,800701.21
Paris,11,4,flight,907864.8
Paris,5,3,flight,336439.5
Jaipur,4,1,bus,5602.93
Bali,4,3,flight,170362.7
Bali,6,1,bus,51094.35
Delhi,4,2,flight,19042.19
Tokyo,10,3,flight,558275.45
Bali,9,1,flight,118088.28
Singapore,11,1,train,110662.46
New York,2,4,flight,173812.76
Singapore,9,2,flight,250033.76
Goa,11,4,flight,139542.46
New York,5,3,train,204615.28
Dubai,11,3,flight,377762.06
Bali,2,2,bus,40047.76
Mumbai,7,7,flight,129381.58
Paris,10,1,flight,211387.06
Mumbai,12,8,flight,243445.93
Singapore,7,5,flight,486173.92
Paris,4,4,bus,231449.51
Paris,3,3,flight,211945.23
Tokyo,9,8,bus,857650.09
Mumbai,12,2,bus,38714.26
Dubai,9,2,train,153467.98
Singapore,7,8,train,582238.03
Tokyo,12,4,train,649470.26
Delhi,8,3,flight,52981.89
Tokyo,10,1,flight,184485.08
Paris,8,6,flight,1016136.28
Goa,12,7,train,197666.82
Tokyo,4,2,train,122671.07
Delhi,12,7,flight,181219.69
Goa,7,6,flight,135891.45
Dubai,7,5,bus,260857.13
Paris,10,8,flight,1685953.43
New York,5,1,train,67724.6
Mumbai,5,4,bus,34662.89
Mumbai,11,1,bus,18053.02
New York,7,8,bus,615166.1
Dubai,11,2,train,184934.89
Delhi,8,6,flight,106105.34
Tokyo,5,3,flight,300299.85
Bali,9,8,flight,939826.96
Mumbai,12,2,train,45667.42
Goa,11,2,train,50881.9
New York,5,8,flight,732641.22
Singapore,4,1,flight,59659.9
Singapore,6,8,bus,433957.08
Manali,6,6,flight,90620.12
Manali,5,3,flight,39031.72
Tokyo,7,1,flight,133265.84
Manali,3,1,bus,5206.34
Tokyo,4,5,train,300924.79
New York,10,5,train,632287.18
Jaipur,2,6,bus,18946.71
Jaipur,4,6,bus,32818.36
Paris,7,1,bus,94997.41
New York,12,6,flight,1224799.77
Paris,6,1,flight,130572.34
Delhi,5,4,flight,45321.59
Delhi,10,8,train,128635.5
Delhi,6,3,flight,39958.35
Manali,7,8,flight,141247.08
Dubai,12,5,train,505628.08
Bali,10,5,bus,406413.32
Mumbai,5,4,flight,55665.96
Manali,6,5,bus,47812.07
Tokyo,10,8,bus,951389.34
New York,3,2,bus,73372.46
Mumbai,5,1,bus,8671.95
Manali,10,8,flight,193682.0
New York,7,4,flight,495118.33
Dubai,5,2,bus,75962.91
Goa,12,5,train,140528.23
Singapore,12,3,train,359021.08
Singapore,3,7,flight,324929.96
Paris,9,7,flight,1303359.28
Goa,3,3,bus,20314.64
Paris,12,5,flight,1243109.33
New York,7,7,flight,867425.46
Goa,2,6,train,35251.28
Mumbai,6,7,flight,112212.92
Paris,11,6,flight,1364390.22
Delhi,5,5,flight,57869.28
Paris,9,5,bus,587700.9
Jaipur,8,1,bus,10388.89
Manali,11,4,bus,67840.0
Singapore,6,5,train,316781.66
New York,8,8,flight,1133047.03
Mumbai,7,2,train,27934.06
Paris,7,6,bus,564645.84
Paris,8,1,bus,106301.74
Bali,10,1,flight,128843.77
Tokyo,9,1,train,123887.16
Delhi,9,7,flight,136167.61
Tokyo,7,5,flight,661520.96
Delhi,6,1,bus,8601.16
Manali,7,5,train,64416.22
Dubai,4,5,flight,253981.37
Goa,10,3,flight,94414.2
Dubai,3,8,train,231367.86
Mumbai,3,6,flight,53793.5
Mumbai,2,8,train,38247.95
Mumbai,6,8,train,95486.38
Delhi,3,3,bus,14044.14
New York,8,5,flight,702062.64
Dubai,4,7,bus,218269.59
Goa,2,3,bus,14688.21
Singapore,2,8,train,202646.92
Bali,4,6,flight,340730.44
Mumbai,4,7,flight,78341.9
New York,6,2,train,157756.08
Delhi,10,2,bus,26753.89
Tokyo,6,1,bus,72744.8
Dubai,5,8,flight,482151.23
Delhi,11,6,flight,141148.33
Jaipur,5,7,flight,73726.08
New York,5,4,flight,361806.68
Mumbai,12,2,bus,39077.0
Goa,11,5,flight,171911.18
Goa,6,5,flight,98945.95
Tokyo,11,4,flight,829629.12
Bali,7,2,flight,183470.53
Mumbai,3,1,flight,8834.71
New York,10,2,bus,218377.32
Bali,2,6,flight,191066.04
Delhi,3,3,flight,22295.31
Tokyo,2,3,bus,86870.6
Tokyo,5,3,bus,185958.37
Manali,4,8,flight,86271.1
New York,11,1,bus,120493.27
Tokyo,7,7,flight,930528.98
Manali,5,2,flight,25596.02
Bali,8,5,bus,335711.16
New York,3,2,flight,117746.74
Paris,8,8,train,1017909.51
Singapore,10,4,bus,345412.17
Tokyo,6,2,bus,146035.18
Paris,8,5,train,635585.02
Tokyo,3,1,bus,40164.39
Delhi,3,1,train,5497.54
Bali,9,8,flight,946613.86
Jaipur,3,6,bus,26197.87
Jaipur,3,7,bus,30020.67
Jaipur,6,3,bus,23462.92
Bali,3,4,train,131288.09
Tokyo,3,2,bus,79640.47
Dubai,2,5,train,104794.0
Goa,8,1,bus,16062.8
Bali,11,8,train,841875.35
Goa,2,7,flight,54388.99
Bali,3,1,bus,28288.66
Paris,3,1,train,53494.39
Singapore,10,1,train,99879.33
New York,4,3,train,168756.24
Jaipur,10,2,bus,25475.63
Singapore,8,8,bus,563158.44
New York,11,8,bus,942631.39
Tokyo,4,8,flight,644794.58
Tokyo,12,6,train,990277.44
Dubai,7,5,bus,257130.08
New York,11,3,bus,353577.18
Delhi,12,6,flight,155396.04
Tokyo,2,1,flight,47000.22
New York,7,6,flight,733285.59
Dubai,12,8,bus,686375.85
Mumbai,6,3,flight,48755.14
Delhi,2,8,flight,42684.42
Dubai,2,3,train,63704.88
Singapore,4,8,bus,303484.33
Jaipur,12,4,bus,60357.33
Paris,7,7,bus,667908.95
New York,6,2,train,160093.53
Dubai,12,2,train,204965.55
Manali,10,3,train,54557.65
Tokyo,7,7,train,692365.08
Goa,2,4,train,23047.64
Manali,8,4,bus,50317.72
Jaipur,5,3,flight,32502.35
Tokyo,4,5,train,300417.31
Delhi,6,8,bus,66977.34
New York,2,2,flight,84594.83
Singapore,9,5,bus,389146.6
Goa,5,4,bus,42203.05
Goa,7,5,flight,113304.97
Paris,7,2,flight,303121.9
Singapore,10,6,flight,817537.67
Delhi,7,8,bus,79092.4
Mumbai,6,7,flight,113532.61
Delhi,9,5,bus,62196.53
Goa,12,7,flight,265457.88
Dubai,5,3,train,135693.41
Singapore,2,3,flight,101814.39
Goa,3,8,bus,55134.1
New York,9,2,flight,308161.32
New York,6,7,flight,751349.6
Delhi,12,2,bus,32675.28
Manali,7,3,bus,33008.64
Jaipur,9,3,train,40700.24
Dubai,3,3,flight,119880.98
Jaipur,7,2,bus,18169.14
Goa,11,4,bus,87961.68
Bali,10,4,train,385064.29
New York,12,1,train,152111.81
Jaipur,11,3,flight,65115.38
Dubai,10,2,bus,144533.58
Dubai,8,5,train,342327.64
Jaipur,12,4,train,70125.71
Bali,4,6,flight,338406.97
Mumbai,8,3,bus,39822.21
Tokyo,12,6,bus,848496.06
New York,10,5,train,643491.05
Bali,5,3,bus,130112.25
Goa,6,6,bus,74831.33
Jaipur,6,6,train,56358.67
Mumbai,12,4,flight,122934.0
Jaipur,10,2,train,30012.08
Manali,8,5,train,74045.35
Mumbai,2,1,bus,5000
Jaipur,11,8,train,130588.07
Jaipur,3,1,bus,5000
Paris,5,3,flight,331432.52
Bali,11,4,train,417899.17
Paris,5,5,bus,352488.99
Dubai,11,3,flight,377651.69
Jaipur,8,4,bus,40662.1
Singapore,10,4,bus,344159.16
Delhi,4,7,flight,66501.91
Singapore,5,2,train,107603.62
Singapore,10,8,flight,1094976.72
Mumbai,4,1,bus,7160.78
Singapore,8,2,flight,224072.29
Delhi,7,4,bus,39001.2
Goa,6,7,bus,87127.58
Singapore,2,1,train,24855.19
Delhi,6,3,train,29533.83
Bali,4,8,train,330591.53
Delhi,9,7,train,101971.25
New York,12,3,flight,623520.86
Tokyo,6,5,flight,577271.96
New York,2,8,train,255934.76
Singapore,12,6,flight,983726.29
Jaipur,10,6,flight,119811.96
Mumbai,4,2,bus,14075.18
Paris,9,4,flight,765466.37
Mumbai,3,5,flight,44431.02
Jaipur,7,3,flight,43922.43
Singapore,7,5,flight,496169.66
Delhi,7,8,flight,122229.65
Manali,7,1,flight,17552.67
New York,5,2,train,134242.05
Jaipur,2,3,train,11186.11
Delhi,5,3,flight,33961.07
Manali,12,1,train,21189.61
Singapore,10,7,train,710611.86
Manali,12,2,flight,58381.27
Singapore,6,6,flight,517243.68
Jaipur,7,2,train,21444.31
Paris,9,3,flight,569316.12
Paris,2,8,train,306644.05
Mumbai,6,3,bus,30944.59
Tokyo,11,2,train,303113.66
Bali,5,4,flight,272679.71
Delhi,3,7,bus,32859.23
Manali,10,6,train,108866.8
Tokyo,5,3,flight,300807.1
Delhi,10,4,bus,54979.1
Tokyo,10,6,train,831336.88
Singapore,12,4,bus,411824.87
Dubai,8,4,train,273368.26
Goa,11,8,flight,273545.74
Bali,9,1,bus,72771.23
Delhi,12,3,train,56844.11
Mumbai,12,4,flight,121342.97
New York,9,2,bus,195985.42
Tokyo,10,2,flight,377157.81
Paris,3,8,train,420804.21
Bali,3,6,bus,169498.57
Singapore,9,3,train,271460.12
Delhi,2,6,flight,32115.19
Goa,12,5,flight,186668.53
Paris,5,3,train,245876.97
Mumbai,9,8,flight,188644.05
Mumbai,8,1,train,15502.07
Paris,10,7,flight,1464361.6
Jaipur,2,4,train,14734.66
Bali,10,7,train,678994.06
Dubai,4,2,flight,100022.81
Jaipur,9,6,bus,69831.3
Mumbai,3,8,train,53022.48
Delhi,11,6,train,104562.96
Bali,12,6,flight,931520.67
Bali,11,6,flight,837241.12
Delhi,7,1,train,11481.67
New York,9,6,flight,947026.86
Dubai,6,2,bus,90170.59
Delhi,12,1,train,19103.34
Paris,8,7,bus,745702.82
Manali,9,3,bus,41697.19
Delhi,10,1,flight,21277.96
Manali,12,4,train,84896.5
Goa,4,4,train,40449.19
Mumbai,3,8,train,52765.21
Dubai,9,5,bus,332460.61
Jaipur,2,7,flight,35374.42
New York,10,3,flight,511855.44
New York,2,3,flight,126863.02
Bali,10,3,flight,390427.78
Bali,3,1,train,32535.01
Manali,2,5,train,22796.62
New York,7,5,flight,618193.4
Manali,6,7,flight,106065.53
Dubai,4,6,train,221698.35
Delhi,8,5,flight,87070.03
Dubai,5,7,bus,266810.91
Bali,5,7,bus,299659.82
Dubai,12,7,bus,610530.18
Dubai,12,5,train,500663.09
Singapore,8,2,flight,220573.1
Jaipur,5,5,train,39128.74
Dubai,2,7,train,148971.85
Manali,11,3,train,58721.89
Manali,4,5,train,39581.41
Paris,2,7,train,267591.45
Bali,12,6,flight,918644.85
Manali,9,5,bus,69768.14
Delhi,3,6,flight,43896.0
Mumbai,8,8,train,124536.92
Singapore,9,2,train,180799.48
Singapore,2,1,train,25423.02
New York,11,1,bus,118137.86
New York,4,6,flight,456226.41
Goa,5,8,train,99402.63
Dubai,8,4,bus,236725.58
New York,2,8,flight,345313.05
Bali,3,5,train,166183.6
Manali,7,6,flight,106401.91
Delhi,10,8,train,127752.45
Delhi,2,1,train,5000
Goa,12,8,bus,189346.98
Dubai,7,6,bus,312720.16
Jaipur,3,7,train,35645.91
Mumbai,7,7,bus,82666.06
Mumbai,4,4,train,33434.57
Manali,2,7,train,31545.43
Bali,3,3,bus,84074.25
Delhi,8,2,flight,34580.73
Delhi,5,7,flight,80247.65
Bali,3,2,bus,55877.83
Manali,4,7,flight,73740.01
Goa,3,6,flight,64454.89
Goa,4,2,flight,27404.04
Mumbai,3,4,train,26366.97
Goa,7,1,train,16601.92
Delhi,3,2,bus,9371.2
Singapore,4,8,train,349920.83
Mumbai,2,6,bus,24412.9
Dubai,8,4,train,279799.21
Mumbai,6,5,train,60023.13
New York,3,7,train,311028.27
Dubai,3,3,flight,118233.26
New York,12,2,bus,254265.26
Bali,9,6,train,520293.01
Dubai,2,3,flight,86094.22
Paris,10,5,train,766006.13
New York,11,6,flight,1144801.91
Delhi,12,1,flight,25396.68
Jaipur,2,1,train,5000
Manali,4,8,bus,53591.49
Singapore,11,1,flight,147190.46
Bali,6,4,train,240402.61
Manali,5,1,flight,12788.18
Goa,10,2,bus,39378.82
Bali,12,3,flight,465207.94
Singapore,11,6,bus,565564.33
Goa,7,3,train,49784.55
Singapore,10,6,train,610007.77
Goa,2,2,flight,15661.25
Paris,9,1,train,139916.15
Jaipur,6,4,flight,50310.88
Mumbai,9,8,flight,185827.01
Singapore,11,1,flight,150500.87
Mumbai,4,7,flight,80027.84
Mumbai,7,3,flight,56138.27
Mumbai,12,1,bus,19382.07
New York,8,4,bus,354745.31
Bali,8,5,bus,328923.86
Tokyo,12,8,flight,1788195.17
Goa,2,4,train,23220.48
Delhi,11,7,bus,103740.02
New York,2,1,flight,43243.04
Bali,6,1,bus,50947.39
Delhi,10,7,train,113117.39
Jaipur,12,8,bus,119690.73
Delhi,3,6,bus,27858.89
New York,6,7,train,555694.87
Goa,8,6,train,115337.31
Paris,7,6,bus,573597.78
Paris,12,7,train,1297044.39
Paris,9,5,bus,591048.88
Bali,11,2,bus,180400.25
Goa,2,5,train,29477.05
Paris,5,5,train,403534.77
Mumbai,11,2,flight,56913.33
Singapore,8,1,flight,112484.05
Bali,6,6,flight,490466.85
New York,3,4,flight,234294.08
Jaipur,7,4,flight,57484.22
Goa,5,6,train,74753.69
Goa,10,1,bus,20157.7
Jaipur,7,6,bus,54916.87
Bali,2,8,flight,259037.03
Paris,3,6,flight,429058.17
Bali,10,3,bus,244608.41
Delhi,2,2,flight,10738.23
Goa,8,1,flight,26069.02
Paris,8,7,bus,740412.53
Singapore,7,4,bus,243750.97
Goa,11,1,bus,21862.27
Singapore,12,1,bus,102116.6
Paris,11,2,bus,284545.19
Singapore,9,4,flight,488873.9
Delhi,9,1,flight,19268.13
Jaipur,5,4,train,31747.42
Goa,7,5,bus,70482.55
Bali,5,8,bus,348752.29
Jaipur,3,7,bus,30658.29
Bali,7,2,flight,186976.49
Singapore,5,7,train,379408.39
New York,11,6,flight,1130024.02
Delhi,5,5,flight,57414.16
Mumbai,11,5,train,105093.2
Mumbai,9,2,flight,46915.42
New York,3,8,bus,297282.37
Delhi,12,3,bus,47770.82
Tokyo,11,6,flight,1223082.05
Singapore,4,6,train,262707.31
Bali,5,1,flight,69614.37
Goa,4,8,flight,109425.59
Dubai,6,8,train,424190.45
Manali,6,5,train,57135.35
Delhi,2,5,train,20168.77
Dubai,4,1,bus,31358.17
Jaipur,11,7,train,112888.14
Delhi,7,7,bus,68319.57
Goa,5,3,bus,31703.2
Singapore,9,8,bus,631163.32
Mumbai,10,3,train,57063.54
Mumbai,9,8,train,137932.49
Tokyo,10,5,train,688724.14
Jaipur,8,5,flight,81593.58
Tokyo,6,1,bus,73873.93
Manali,11,1,train,19637.54
Jaipur,2,3,bus,9401.65
Mumbai,11,7,train,145770.09
Dubai,6,4,flight,285649.32
Goa,12,2,bus,47513.76
Goa,5,1,train,12525.11
Paris,3,7,bus,317972.06
Delhi,3,6,flight,44448.82
Dubai,7,2,bus,103682.04
Jaipur,11,4,train,65723.11
Goa,2,4,train,23305.59
Goa,3,4,bus,27118.32
Tokyo,3,5,train,240551.86
Singapore,12,8,flight,1313808.79
New York,11,2,flight,379693.75
Goa,4,1,train,10267.14
Goa,10,7,flight,220327.39
Manali,4,8,train,63538.46
Goa,6,1,flight,19665.9
Jaipur,7,1,flight,14488.27
Delhi,8,3,train,39123.76
Goa,6,3,train,43685.01
Singapore,4,1,train,43545.37
Bali,3,3,train,99399.87
Mumbai,10,3,bus,48461.83
Jaipur,2,5,flight,25163.72
Dubai,10,7,train,599810.42
Bali,8,6,bus,397623.57
Goa,10,8,flight,252337.99
Bali,12,1,train,113070.23
Jaipur,7,4,flight,57160.04
Manali,6,1,bus,9509.39
Paris,7,4,flight,592120.34
Manali,9,7,train,115301.22
Tokyo,8,1,train,112483.09
Delhi,6,4,bus,34180.66
Manali,11,6,train,117993.44
Paris,3,3,flight,214226.82
Dubai,3,4,flight,158140.94
Paris,12,8,flight,1999713.12
Paris,8,2,bus,215404.25
Mumbai,10,1,train,18943.21
Mumbai,12,5,train,113790.64
Singapore,7,6,train,441040.59
Tokyo,4,4,flight,325789.67
Jaipur,11,2,train,32257.24
Goa,7,4,bus,56860.84
Delhi,5,4,flight,46323.95
Dubai,4,3,train,110947.77
Goa,6,7,bus,87037.1
Bali,7,3,flight,279814.28
Bali,11,5,bus,446219.72
Dubai,7,7,flight,585531.6
Jaipur,9,7,bus,79441.45
Dubai,2,3,flight,84836.68
Delhi,7,1,bus,9712.92
Dubai,8,5,train,346995.89
Manali,6,2,train,22804.02
Bali,11,5,flight,700722.82
Paris,12,5,flight,1228963.07
Jaipur,8,6,bus,62112.63
Manali,11,3,flight,81347.14
Paris,9,1,bus,119737.75
Mumbai,8,7,train,107627.04
Manali,2,2,bus,7658.95
New York,10,2,bus,215063.31
Tokyo,9,3,flight,503286.98
Goa,8,5,bus,80627.59
Goa,10,3,flight,94464.23
Tokyo,10,7,flight,1293162.45
Singapore,2,4,flight,136715.83
New York,10,8,bus,856182.68
Tokyo,4,1,flight,81968.0
Goa,8,2,bus,32658.74
Paris,2,7,flight,361022.06
Manali,5,1,bus,8205.97
Singapore,6,4,train,253622.35
Dubai,5,8,train,365234.65
Jaipur,12,5,train,87570.07
Singapore,8,1,bus,69377.17
Mumbai,2,3,train,14194.78
Jaipur,4,2,bus,11109.29
Dubai,4,7,bus,221807.58
Mumbai,9,5,flight,118740.55
Singapore,11,8,train,887255.92
Bali,4,6,train,248750.58
Paris,7,1,train,110293.03
Delhi,12,7,train,132679.26
Bali,2,5,flight,159811.96
Manali,11,2,flight,53682.13
New York,7,8,bus,632150.48
Bali,7,7,bus,404365.17
Dubai,2,4,train,85660.29
Singapore,2,4,train,100069.9
Manali,6,6,train,67736.25
Jaipur,12,8,train,142957.33
Mumbai,12,5,bus,96861.17
Goa,7,5,bus,70633.39
Bali,9,2,bus,146782.6
Delhi,5,6,flight,68722.03
Tokyo,6,1,train,86573.77
Dubai,12,5,train,502131.35
Singapore,3,2,train,69774.89
Jaipur,6,6,bus,46862.78
Tokyo,11,8,train,1203639.83
Goa,3,3,flight,32691.59
Singapore,10,7,flight,946255.41
Bali,7,5,bus,290622.89
Goa,12,5,bus,116701.54
Mumbai,6,6,train,71158.33
New York,2,7,bus,189252.59
Delhi,6,5,flight,68017.85
Mumbai,11,3,bus,53656.22
Jaipur,12,7,train,123530.46
Dubai,9,6,flight,628713.76
Jaipur,12,4,flight,96550.88
Mumbai,9,6,train,104522.42
Tokyo,5,2,bus,123868.4
Jaipur,9,5,bus,57830.76
Mumbai,11,8,bus,143107.75
Singapore,8,7,train,570700.28
Goa,6,4,bus,49693.96
New York,12,4,train,613530.91
Bali,9,2,bus,148987.46
Delhi,9,4,train,58472.69
Bali,4,3,bus,106868.84
Jaipur,10,8,flight,159126.68
Paris,11,7,bus,1001509.01
Singapore,4,1,flight,59739.95
Mumbai,8,4,bus,53305.51
Paris,10,1,bus,130008.59
Mumbai,5,6,flight,82317.16
Paris,9,7,train,978925.92
Tokyo,2,4,flight,186172.15
Mumbai,8,4,train,61584.41
New York,4,7,bus,330052.38
Mumbai,2,8,train,38029.52
Manali,11,5,bus,83481.92
Bali,7,8,train,547196.78
Bali,12,5,train,570710.54
Delhi,10,8,flight,172374.67
Mumbai,6,6,flight,97728.8
New York,11,8,train,1132508.11
New York,4,7,flight,530044.95
Goa,2,5,flight,39085.73
Bali,6,3,train,177936.83
Delhi,11,2,flight,46989.14
Dubai,11,6,flight,750402.75
Mumbai,9,2,bus,29601.07
Manali,4,6,flight,64811.25
Manali,3,5,flight,41396.34
Manali,3,4,flight,33063.82
Manali,8,7,bus,86215.31
Jaipur,12,2,bus,29993.44
Bali,5,3,train,153859.88
Paris,7,7,flight,1042897.92
Paris,6,5,flight,649704.44
Dubai,12,6,flight,815416.58
Paris,11,3,flight,687749.26
Singapore,7,6,bus,370064.89
Tokyo,8,5,flight,764198.44
Manali,2,4,flight,24098.77
Bali,7,6,bus,350227.02
Bali,8,3,bus,199826.26
New York,9,1,flight,155421.19
New York,4,1,flight,76297.83
Paris,8,1,bus,106777.66
Bali,12,6,bus,585965.59
Manali,5,4,bus,32680.3
Dubai,10,8,flight,920687.44
Goa,11,3,flight,104389.52
Tokyo,10,5,train,683005.68
Jaipur,10,1,flight,20260.99
Singapore,2,7,bus,150502.97
Dubai,4,2,flight,101041.77
Manali,10,2,flight,49403.41
Delhi,9,2,flight,38669.54
Bali,11,7,flight,991883.6
Bali,12,3,bus,291395.33
Singapore,7,7,bus,426862.79
Jaipur,11,8,flight,177560.9
Manali,8,2,bus,24815.33
Singapore,9,3,train,278246.26
Dubai,5,5,flight,307146.86
Singapore,4,2,train,89468.04
Singapore,4,8,bus,304809.9
Jaipur,5,6,bus,40532.83
Delhi,8,6,bus,66038.2
Singapore,6,6,bus,317474.17
Bali,8,2,bus,133979.65
Paris,2,7,train,266010.01
Goa,9,7,bus,126539.57
New York,12,8,train,1228116.17
Jaipur,3,4,train,20666.97
Jaipur,5,7,flight,74643.75
Singapore,4,4,bus,148540.09
New York,7,8,train,726701.94
New York,11,3,flight,573549.48
Jaipur,6,6,flight,75895.35
Singapore,11,7,flight,1054008.7
Bali,5,3,flight,205589.17
Dubai,4,4,bus,125654.98
Delhi,5,6,train,51137.66
Paris,7,1,train,110959.69
Tokyo,10,7,train,967956.54
Singapore,2,8,bus,170331.35
Mumbai,9,4,bus,58937.51
Manali,5,8,bus,65032.83
Goa,6,8,flight,159088.67
New York,2,2,bus,54428.22
Tokyo,10,6,flight,1124099.25
Delhi,2,7,train,27928.1
Mumbai,10,3,flight,76775.22
Singapore,12,2,flight,324009.59
Manali,12,7,flight,203533.47
Singapore,8,3,train,243908.6
Mumbai,6,4,flight,65149.85
Singapore,11,1,flight,149948.84
Jaipur,4,1,bus,5572.05
Mumbai,8,6,train,94816.11
Goa,4,7,flight,97048.66
Bali,10,2,flight,255389.27
Paris,3,2,flight,142974.28
Dubai,7,5,flight,417326.29
New York,3,8,train,355643.0
Tokyo,6,1,bus,73450.31
Manali,6,3,train,33959.24
Mumbai,10,1,bus,16193.87
Tokyo,10,2,train,279115.38
Dubai,11,3,flight,382777.91
Jaipur,3,1,bus,5000
Delhi,9,4,bus,49547.53
Goa,11,2,train,51497.25
New York,11,5,train,704966.57
Goa,3,5,flight,54880.46
Mumbai,7,8,flight,148414.1
New York,6,7,train,563077.68
Dubai,2,1,train,21088.57
Manali,8,8,bus,99726.56
New York,3,5,bus,185021.08
Jaipur,6,8,train,74845.88
Bali,2,3,bus,60011.67
Mumbai,3,3,flight,26710.11
Goa,5,7,bus,73802.67
Dubai,9,8,bus,517202.87
New York,5,3,flight,278044.68
Jaipur,7,6,bus,54447.14
Bali,10,4,flight,513196.01
Singapore,10,6,flight,807621.8
Manali,10,8,train,146819.12
Tokyo,12,7,train,1147097.19
New York,3,4,bus,150404.81
Dubai,5,2,train,90885.28
Jaipur,12,1,train,17454.67
Dubai,8,3,flight,279905.89
Manali,2,5,flight,30596.08
Tokyo,2,5,train,170624.41
New York,5,4,bus,229882.52
Delhi,11,6,flight,143418.75
New York,12,4,train,615598.34
New York,5,2,train,137094.48
Delhi,2,8,bus,27016.72
Mumbai,2,5,train,23603.2
